Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score,Age_Group,Income_Group
946247323,48,F,2,Graduate,Married,CA,91750,no,yes,no,cellular,Selfemployeed,50462,1,40-49,Mid
930197610,46,F,4,Unknown,Single,TX,91750,no,yes,no,telephone,Selfemployeed,19725,4,40-49,Low
949774711,44,F,4,Unknown,Single,NY,91750,no,yes,yes,cellular,Businessman,22353,2,40-49,Low
943826301,37,M,2,High School,Unknown,NY,91750,no,no,no,cellular,Businessman,181915,1,30-39,High
940281207,34,F,1,Graduate,Single,NY,91750,no,yes,no,unknown,Selfemployeed,14975,4,30-39,Low
917125667,30,M,1,Graduate,Single,CA,91750,no,yes,no,cellular,Retirees,64991,4,30-39,Mid
943190439,47,M,2,Graduate,Married,TX,91750,yes,yes,no,telephone,Selfemployeed,62659,3,40-49,Mid
922320730,39,M,5,Unknown,Married,NY,91750,yes,no,no,cellular,Govt,91460,3,30-39,High
929595858,45,F,2,Graduate,Single,CA,91750,yes,no,no,cellular,Selfemployeed,34412,4,40-49,Low
959893136,40,F,5,High School,Married,CA,91750,no,yes,no,unknown,Retirees,20517,4,40-49,Low
914645436,44,F,3,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,515324,3,40-49,High
955643267,49,M,5,Graduate,Married,TX,91750,yes,yes,no,cellular,Blue-collar,79307,5,40-49,High
930834378,54,F,2,Graduate,Married,TX,91750,yes,no,no,unknown,Selfemployeed,154975,5,50-59,High
941473935,57,M,3,High School,Married,NY,91750,yes,no,no,unknown,White-collar,148310,4,50-59,High
915493311,49,F,4,Doctorate,Married,NY,91750,no,no,no,telephone,Selfemployeed,14975,5,40-49,Low
968936158,55,F,2,Graduate,Married,FL,91750,no,no,no,cellular,White-collar,20859,4,50-59,Low
933392675,33,M,3,High School,Married,FL,91750,no,no,no,cellular,Businessman,232857,4,30-39,High
928419817,33,M,4,Uneducated,Married,NY,91750,yes,yes,no,unknown,Govt,106036,4,30-39,High
915483449,53,F,2,Unknown,Single,TX,91750,no,no,no,cellular,Retirees,28815,5,50-59,Low
946714401,27,F,1,Uneducated,Unknown,NY,91750,no,no,no,unknown,Blue-collar,12519,5,20-29,Low
956874871,38,F,2,Unknown,Single,NV,91750,yes,yes,no,unknown,Blue-collar,36543,1,30-39,Mid
958764892,41,F,2,Unknown,Single,TX,91750,yes,yes,no,cellular,Govt,24181,2,40-49,Low
934634748,48,F,3,Doctorate,Married,CA,91750,no,no,no,unknown,Selfemployeed,14975,1,40-49,Low
912083085,52,F,1,Graduate,Married,NY,91750,no,no,no,cellular,White-collar,35247,4,50-59,Mid
911365112,59,M,1,Uneducated,Single,FL,91750,no,yes,no,cellular,Govt,55730,2,50-59,Mid
953753052,49,F,4,High School,Unknown,NY,91750,yes,yes,no,cellular,Retirees,54460,1,40-49,Mid
958974616,50,M,3,Unknown,Single,CA,91750,yes,yes,yes,cellular,White-collar,44934,4,50-59,Mid
950813526,55,M,1,Uneducated,Single,NY,91750,no,no,no,telephone,Govt,78354,5,50-59,High
942716217,43,M,5,Unknown,Married,NY,91750,no,yes,no,cellular,White-collar,71289,3,40-49,High
916095724,56,M,1,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,102444,5,50-59,High
916347080,65,M,1,Unknown,Married,NY,91750,yes,yes,no,cellular,White-collar,45780,4,60-69,Mid
933846978,37,F,2,Uneducated,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,17553,5,30-39,Low
964803228,51,F,2,Graduate,Married,NY,91750,no,yes,yes,cellular,Retirees,16510,4,50-59,Low
948820628,57,M,1,Graduate,Married,CA,91750,yes,no,no,telephone,White-collar,75291,3,50-59,High
941121418,44,F,3,Graduate,Married,CA,91750,no,yes,yes,unknown,Selfemployeed,14975,4,40-49,Low
924616697,44,F,1,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,25573,5,40-49,Low
925419962,52,M,2,High School,Married,NJ,91750,yes,no,no,cellular,Businessman,62633,4,50-59,Mid
940119296,33,F,4,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,53007,1,30-39,Mid
926247280,29,M,1,Graduate,Married,TX,91750,yes,yes,no,unknown,Businessman,15099,2,20-29,Low
924777883,37,M,1,Doctorate,Unknown,FL,91750,no,yes,no,cellular,Govt,76303,1,30-39,High
920819113,54,M,1,High School,Married,FL,91750,no,yes,no,cellular,Govt,103784,4,50-59,High
929774594,43,M,2,Doctorate,Single,FL,91750,no,yes,no,cellular,Retirees,98665,2,40-49,High
966406115,50,M,4,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,199776,1,50-59,High
933574623,44,F,3,Uneducated,Married,FL,91750,yes,no,no,telephone,Businessman,27467,5,40-49,Low
912085260,62,F,1,Post-Graduate,Married,NJ,91750,yes,yes,no,telephone,Blue-collar,16745,4,60-69,Low
924433213,40,F,3,Uneducated,Unknown,NY,91750,no,no,no,cellular,Businessman,38450,4,40-49,Mid
953669287,44,F,0,Unknown,Married,TX,91750,yes,yes,no,cellular,Blue-collar,12107,3,40-49,Low
946760890,51,M,3,Unknown,Single,TX,91750,yes,no,yes,telephone,Blue-collar,77365,4,50-59,High
929300195,45,M,4,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,222259,5,40-49,High
954136712,44,F,4,Graduate,Married,TX,91750,yes,no,no,cellular,Selfemployeed,14975,5,40-49,Low
966386176,43,F,3,High School,Married,TX,91750,no,yes,no,cellular,Selfemployeed,14975,5,40-49,Low
911017231,59,M,0,High School,Single,NY,91750,yes,no,no,cellular,Businessman,221178,5,50-59,High
936476946,52,M,2,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,46225,3,50-59,Mid
927921459,35,M,3,Doctorate,Single,NJ,91750,no,yes,no,cellular,Govt,54111,1,30-39,Mid
925316884,57,M,5,High School,Married,FL,91750,yes,no,no,cellular,White-collar,92447,2,50-59,High
924336171,38,M,5,Unknown,Married,TX,91750,yes,yes,no,cellular,Businessman,109333,1,30-39,High
944505505,38,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,18244,4,30-39,Low
958702412,33,F,2,Doctorate,Single,NJ,91750,no,no,no,unknown,Selfemployeed,55525,2,30-39,Mid
958902812,43,F,3,Uneducated,Unknown,TX,91750,yes,no,no,cellular,Retirees,32062,1,40-49,Low
959842077,43,F,3,Unknown,Married,CA,91750,yes,no,no,unknown,Blue-collar,21194,4,40-49,Low
965083879,38,F,2,Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,13255,5,30-39,Low
927808848,44,F,3,High School,Unknown,CA,91750,no,yes,no,cellular,Blue-collar,10713,5,40-49,Low
966885391,37,F,1,Graduate,Unknown,FL,91750,yes,no,no,unknown,Govt,42733,3,30-39,Mid
915796666,53,F,2,High School,Married,TX,91750,yes,no,no,cellular,Selfemployeed,57865,5,50-59,Mid
956387227,49,M,3,High School,Unknown,FL,91750,yes,yes,no,cellular,Retirees,47502,4,40-49,Mid
916680535,45,F,5,Uneducated,Unknown,FL,91750,no,no,no,cellular,Blue-collar,22975,5,40-49,Low
967367842,40,F,1,Graduate,Married,CA,91750,no,yes,no,telephone,Selfemployeed,15525,4,40-49,Low
935378181,35,M,3,Graduate,Unknown,TX,91750,yes,yes,yes,cellular,White-collar,104473,4,30-39,High
959015924,37,M,2,High School,Married,FL,91750,no,yes,no,cellular,White-collar,118417,4,30-39,High
931655537,45,M,3,Graduate,Single,VA,91750,no,no,yes,cellular,Blue-collar,103488,4,40-49,High
918979142,40,F,4,Uneducated,Single,CA,91750,no,no,no,cellular,Businessman,31191,5,40-49,Low
941614504,44,F,2,Graduate,Married,NJ,91750,no,no,no,cellular,Selfemployeed,14975,4,40-49,Low
956303078,44,M,4,Graduate,Single,TX,91750,no,yes,yes,unknown,Govt,112879,5,40-49,High
964474458,38,M,1,High School,Married,NJ,91750,no,no,no,cellular,Businessman,86104,5,30-39,High
962482385,44,F,1,Graduate,Married,CA,91750,yes,no,no,cellular,Retirees,138163,4,40-49,High
919695363,52,F,1,Graduate,Single,NJ,91750,yes,no,no,unknown,Selfemployeed,14975,5,50-59,Low
931822111,36,M,2,Unknown,Single,CA,91750,yes,no,no,cellular,White-collar,107853,5,30-39,High
925168075,58,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,16680,5,50-59,Low
